品牌名稱,飲料名稱,熱量 (大卡),總糖量 (克),是否含咖啡因,咖啡因含量 (毫克),,品牌名稱,飲料名稱 (規格),熱量 (大卡),總糖量 (克),是否含咖啡因,咖啡因含量 (毫克),,品牌名稱,飲料名稱,熱量 (大卡),總糖量 (克),是否含咖啡因,咖啡因含量 (毫克),,品牌名稱,飲料名稱,熱量 (大卡),總糖量 (克),是否含咖啡因,咖啡因含量 (毫克),,品牌名稱,飲料名稱,熱量 (大卡),總糖量 (克),是否含咖啡因,咖啡因含量 (毫克),,品牌名稱,飲料名稱,熱量 (大卡),總糖量 (克),是否含咖啡因,咖啡因含量 (毫克),,品牌名稱,飲料名稱 (容量/冷熱),熱量 (大卡),總糖量 (克),是否含咖啡因,咖啡因含量 (毫克)
全家 Let's Cafe,瓜地馬拉安堤瓜美式（冰／中杯）,13,0,是,188,,路易莎,太妃糖風味紅茶 (大/冰),162.8,38.6,是,325,,星巴克,檸檬冷萃咖啡,222,53,是,399,,,,,,,,,,,,,,,,City Prima,大溪地檸檬冰磚(大杯/冰),219.4,37.1,是,285.8,,,,,,,
全家 Let's Cafe,瓜地馬拉安堤瓜美式（冰／大杯）,14,0,是,235,,路易莎,太妃糖風味紅茶 (大/熱),164.2,38.6,是,325,,星巴克,鹹焦糖風味氮氣歐蕾,193,42,是,546,,,,,,,,,,,,,,,,City Prima,紅寶石葡萄柚冰磚(大杯/冰),185.7,20.2,是,290,,,,,,,
全家 Let's Cafe,瓜地馬拉安堤瓜拿鐵（熱／小杯）,130,9,是,85,,路易莎,太妃糖風味奶茶 (大/冰),354.3,43.3,是,325,,星巴克,氮氣冷萃咖啡歐蕾,100,8.4,是,546,,,,,,,,,,,,,,,,City Prima,衣索比亞精品香椰厚拿鐵(中杯/冰),256.5,23.4,是,204.7,,,,,,,
全家 Let's Cafe,瓜地馬拉安堤瓜拿鐵（熱／中杯）,208,14,是,159,,路易莎,太妃糖風味奶茶 (大/熱),355.7,43.3,是,325,,星巴克,氮氣冷萃咖啡,26,0.2,是,587,,,,,,,,,,,,,,,,City Prima,衣索比亞精品香椰厚拿鐵(中杯/熱),173.3,10.5,是,126.5,,,,,,,
全家 Let's Cafe,瓜地馬拉安堤瓜拿鐵（熱／大杯）,253,18,是,235,,路易莎,貴妃荔枝風味紅茶 (大/冰),165.2,40,是,308,,星巴克,經典特調氮氣冷萃咖啡,214,27,是,484,,,,,,,,,,,,,,,,City Prima,衣索比亞精品馥芮白(中杯/冰),136.8,7.8,是,200.3,,,,,,,
全家 Let's Cafe,瓜地馬拉安堤瓜拿鐵（冰／中杯）,94,6,是,64,,路易莎,貴妃荔枝風味紅茶 (大/熱),167.2,40,是,308,,星巴克,冰福吉茶那堤,458,66,是,189,,,,,,,,,,,,,,,,City Prima,衣索比亞精品馥芮白(中杯/熱),155.6,9.1,是,179.5,,,,,,,
全家 Let's Cafe,瓜地馬拉安堤瓜拿鐵（冰／大杯）,152,10,是,143,,路易莎,貴妃荔枝風味奶茶 (大/冰),356.7,44.7,是,308,,星巴克,冰經典紅茶那堤,277,50,是,281,,,,,,,,,,,,,,,,City Prima,衣索比亞精品馥芮白(大杯/冰),162.6,9.3,是,228.9,,,,,,,
全家 Let's Cafe,經典黑炫酷繽沙（牛奶／大杯）,347,37,否,0,,路易莎,貴妃荔枝風味奶茶 (大/熱),357.9,44.7,是,308,,星巴克,冰玫瑰蜜香茶那堤,277,50,是,281,,,,,,,,,,,,,,,,City Prima,衣索比亞精品馥芮白(大杯/熱),194.3,11.7,是,207.2,,,,,,,
全家 Let's Cafe,經典黑炫酷繽沙（咖啡／大杯）,303,33,是,181,,路易莎,四季翠玉青茶 (大/冰),164.2,40,是,254,,星巴克,冰醇濃抹茶那堤,362,48,是,307,,,,,,,,,,,,,,,,City Prima,衣索比亞精品燕麥拿鐵(中杯/冰),184,7,是,193.5,,,,,,,
全家 Let's Cafe,芒好喝酷繽沙（牛奶／大杯）,261,51,否,0,,路易莎,四季翠玉青茶 (大/熱),165.8,40,是,254,,星巴克,福吉茶那堤,656,83,是,189,,,,,,,,,,,,,,,,City Prima,衣索比亞精品燕麥拿鐵(中杯/熱),193.3,7,是,197.9,,,,,,,
全家 Let's Cafe,芒好喝酷繽沙（咖啡／大杯）,217,47,是,181,,路易莎,四季翠玉奶茶 (大/冰),355.7,44.7,是,254,,星巴克,伯爵茶那堤,373,55,是,282,,,,,,,,,,,,,,,,City Prima,衣索比亞精品拿鐵咖啡(小杯/熱),121.8,8.3,是,119,,,,,,,
全家 Let's Cafe,芋賣尬酷繽沙（牛奶／大杯）,320,41,否,0,,路易莎,四季翠玉奶茶 (大/熱),356.6,44.7,是,254,,星巴克,經典紅茶那堤,344,51,是,356,,,,,,,,,,,,,,,,City Prima,衣索比亞精品拿鐵咖啡(中杯/冰),161.9,11.2,是,159.4,,,,,,,
全家 Let's Cafe,芋賣尬酷繽沙（咖啡／大杯）,276,37,是,181,,路易莎,蕎麥茶 (大/冰),123.1,28.9,否,0,,星巴克,玫瑰蜜香茶那堤,344,51,是,340,,,,,,,,,,,,,,,,City Prima,衣索比亞精品拿鐵咖啡(中杯/熱),188.9,13.7,是,136.4,,,,,,,
全家 Let's Cafe,香蕉酷繽沙（牛奶／大杯）,384,55,否,0,,路易莎,蕎麥茶 (大/熱),123.2,28.6,否,0,,星巴克,醇濃抹茶那堤,570,66,是,334,,,,,,,,,,,,,,,,City Prima,衣索比亞精品拿鐵咖啡(大杯/冰),179,11.4,是,200,,,,,,,
全家 Let's Cafe,香蕉酷繽沙（咖啡／大杯）,328,50,是,181,,路易莎,蕎麥鮮奶茶 (大/冰),189.7,33.9,否,0,,星巴克,西印度櫻桃紅茶,367,82,是,290,,,,,,,,,,,,,,,,City Prima,衣索比亞精品拿鐵咖啡(大杯/熱),242,16,是,197,,,,,,,
全家 Let's Cafe,MM 巧克力酷繽沙（牛奶／大杯）,399,61,否,0,,路易莎,蕎麥鮮奶茶 (大/熱),201.5,34.3,否,0,,星巴克,阿里山蜜柚烏龍青茶,335,77,是,176,,,,,,,,,,,,,,,,City Prima,衣索比亞精品美式咖啡(小杯/熱),10.3,0,是,200,,,,,,,
全家 Let's Cafe,MM 巧克力酷繽沙（咖啡／大杯）,342,56,是,181,,路易莎,拿鐵咖啡冰沙 (大/冰),281.8,54.8,是,286,,星巴克,冰搖紅茶,110,29,是,174,,,,,,,,,,,,,,,,City Prima,衣索比亞精品美式咖啡(中杯/冰),14.7,0.2,是,223.2,,,,,,,
全家 Let's Cafe,Fami 奶昔（冰／中杯，每100g數據）,295,41,是,10,,路易莎,摩卡咖啡冰沙 (大/冰),291.4,55.2,是,286,,星巴克,冰搖檸檬紅茶,209,53,是,195,,,,,,,,,,,,,,,,City Prima,衣索比亞精品美式咖啡(中杯/熱),18.1,0.2,是,229,,,,,,,
,,,,,,,路易莎,愛丁堡女王紅茶 (大/冰),343.3,75.8,是,105,,星巴克,冰搖檸檬果茶,209,53,否,0,,,,,,,,,,,,,,,,City Prima,衣索比亞精品美式咖啡(大杯/冰),20,0.2,是,259,,,,,,,
,,,,,,,路易莎,愛丁堡女王紅茶 (大/熱),254.4,56.2,是,107,,星巴克,洋甘菊花草茶,4.2,0.2,否,0,,,,,,,,,,,,,,,,City Prima,衣索比亞精品美式咖啡(大杯/熱),21,0.2,是,271,,,,,,,
,,,,,,,路易莎,水蜜桃蘋果風味茶 (大/熱),211.4,50.2,否,0,,星巴克,英式紅茶,10.1,0.2,是,325,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品拿鐵咖啡(小杯/熱),110.1,8.7,是,130.2,,,,,,,
,,,,,,,路易莎,義式巧克力 (大/冰),482.9,66.6,是,30,,星巴克,熱蜜柚紅茶,370,87,是,290,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品拿鐵咖啡(中杯/冰),166,11.2,是,193,,,,,,,
,,,,,,,路易莎,義式巧克力 (大/熱),496.4,67.8,是,30,,星巴克,阿里山烏龍茶,6,0.2,是,220,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品拿鐵咖啡(中杯/熱),191,13.5,是,191,,,,,,,
,,,,,,,,,,,,,,星巴克,冰西印度櫻桃紅茶,354,69,是,251,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品拿鐵咖啡(大杯/冰),182,12,是,255,,,,,,,
,,,,,,,,,,,,,,星巴克,冰蜜柚紅茶,355,83,是,251,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品拿鐵咖啡(大杯/熱),233,16.6,是,253,,,,,,,
,,,,,,,,,,,,,,星巴克,咖啡星冰樂,512,95,是,151,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品美式咖啡(小杯/熱),12.7,0,是,178.8,,,,,,,
,,,,,,,,,,,,,,星巴克,焦糖咖啡星冰樂,795,113,是,163,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品美式咖啡(中杯/冰),16,0.2,是,245,,,,,,,
,,,,,,,,,,,,,,星巴克,焦糖可可碎片星冰樂,783,128,是,176,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品美式咖啡(中杯/熱),16,0.2,是,219,,,,,,,
,,,,,,,,,,,,,,星巴克,摩卡可可碎片星冰樂,620,111,是,151,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品美式咖啡(大杯/冰),20,0.2,是,292,,,,,,,
,,,,,,,,,,,,,,星巴克,香草風味星冰樂,561,85,否,0,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品美式咖啡(大杯/熱),21,0.2,是,313,,,,,,,
,,,,,,,,,,,,,,星巴克,巧克力可可碎片星冰樂,575,86,是,37,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品馥芮白(中杯/冰),121.2,7.8,是,225.8,,,,,,,
,,,,,,,,,,,,,,星巴克,醇濃抹茶星冰樂,559,78,是,186,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品馥芮白(中杯/熱),161.6,11,是,220.1,,,,,,,
,,,,,,,,,,,,,,星巴克,繽紛紫紅薯奶霜星冰樂,455,66,否,0,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品馥芮白(大杯/冰),136.1,9.1,是,297.4,,,,,,,
,,,,,,,,,,,,,,星巴克,奶油餅乾風味奶霜星冰樂,668,101,否,0,,,,,,,,,,,,,,,,City Prima,瓜地馬拉精品馥芮白(大杯/熱),189.9,12.4,是,282.9,,,,,,,
,,,,,,,,,,,,,,星巴克,薄荷巧克力風味奶霜星冰樂,732,107,是,17,,,,,,,,,,,,,,,,City Prima,衣索比亞ESPRESSO (熱),9.5,0,是,84.2,,,,,,,
,,,,,,,,,,,,,,星巴克,雙果果汁星冰樂,319,81,否,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
